"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"ko04211","ko04211","Longevity regulating pathway","2/117","85/4543",0.649287032526365,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000377.13",2
"ko04919","ko04919","Thyroid hormone signaling pathway","2/117","85/4543",0.649287032526365,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000071.497",2
"ko04710","ko04710","Circadian rhythm","1/117","41/4543",0.658547081592519,0.977423510286693,0.97274684277336,"evm.model.tig082700000155.34",1
"ko04727","ko04727","GABAergic synapse","1/117","41/4543",0.658547081592519,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04310","ko04310","Wnt signaling pathway","2/117","87/4543",0.661900606826267,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000155.34",2
"ko04014","ko04014","Ras signaling pathway","3/117","131/4543",0.662554807156182,0.977423510286693,0.97274684277336,"evm.model.tig082700000020.211/evm.model.tig082700000187.100/evm.model.tig082700000195.110",3
"ko04970","ko04970","Salivary secretion","3/117","131/4543",0.662554807156182,0.977423510286693,0.97274684277336,"evm.model.tig082700000067.403/evm.model.tig082700000195.110/evm.model.tig082700000071.497",3
"ko03320","ko03320","PPAR signaling pathway","1/117","42/4543",0.667420913545801,0.977423510286693,0.97274684277336,"evm.model.tig082700000106.20",1
"ko05410","ko05410","Hypertrophic cardiomyopathy","1/117","42/4543",0.667420913545801,0.977423510286693,0.97274684277336,"evm.model.tig082700000174.35",1
"ko00564","ko00564","Glycerophospholipid metabolism","2/117","89/4543",0.674151565999404,0.977423510286693,0.97274684277336,"evm.model.tig082700000020.211/evm.model.tig082700000187.100",2
"ko05204","ko05204","Chemical carcinogenesis - DNA adducts","1/117","43/4543",0.676066048652475,0.977423510286693,0.97274684277336,"evm.model.tig082700000106.167",1
"ko05210","ko05210","Colorectal cancer","1/117","43/4543",0.676066048652475,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5",1
"ko05032","ko05032","Morphine addiction","1/117","44/4543",0.684488331387511,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04914","ko04914","Progesterone-mediated oocyte maturation","2/117","91/4543",0.686043834161586,0.977423510286693,0.97274684277336,"evm.model.tig082700000289.14/evm.model.tig082700000195.110",2
"ko04540","ko04540","Gap junction","2/117","92/4543",0.691856834185918,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000071.488",2
"ko00980","ko00980","Metabolism of xenobiotics by cytochrome P450","1/117","45/4543",0.692693458132934,0.977423510286693,0.97274684277336,"evm.model.tig082700000106.167",1
"ko05132","ko05132","Salmonella infection","4/117","181/4543",0.693028608008654,0.977423510286693,0.97274684277336,"evm.model.tig082700000254.39/evm.model.tig082700000155.9/evm.model.tig082700000427.5/evm.model.tig082700000071.488",4
"ko00310","ko00310","Lysine degradation","1/117","46/4543",0.700686980898263,0.977423510286693,0.97274684277336,"evm.model.tig082700000246.27",1
"ko04912","ko04912","GnRH signaling pathway","3/117","140/4543",0.706336596933522,0.977423510286693,0.97274684277336,"evm.model.tig082700000020.211/evm.model.tig082700000187.100/evm.model.tig082700000195.110",3
"ko00982","ko00982","Drug metabolism - cytochrome P450","1/117","47/4543",0.708474310948275,0.977423510286693,0.97274684277336,"evm.model.tig082700000106.167",1
"ko04214","ko04214","Apoptosis - fly","1/117","47/4543",0.708474310948275,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5",1
"ko05222","ko05222","Small cell lung cancer","1/117","48/4543",0.716060722340412,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5",1
"ko00561","ko00561","Glycerolipid metabolism","1/117","49/4543",0.723451355374043,0.977423510286693,0.97274684277336,"evm.model.tig082700000290.19",1
"ko02010","ko02010","ABC transporters","2/117","98/4543",0.724910614158813,0.977423510286693,0.97274684277336,"evm.model.tig082700002117.446/evm.model.tig082700002117.447",2
"ko04024","ko04024","cAMP signaling pathway","4/117","189/4543",0.725310526265093,0.977423510286693,0.97274684277336,"evm.model.tig082700000020.211/evm.model.tig082700000187.100/evm.model.tig082700000195.110/evm.model.tig082700000071.497",4
"ko04626","ko04626","Plant-pathogen interaction","2/117","99/4543",0.730121989633949,0.977423510286693,0.97274684277336,"evm.model.tig082700000020.645/evm.model.tig082700000122.341",2
"ko05207","ko05207","Chemical carcinogenesis - receptor activation","2/117","99/4543",0.730121989633949,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000106.167",2
"ko00270","ko00270","Cysteine and methionine metabolism","1/117","50/4543",0.730651219953758,0.977423510286693,0.97274684277336,"evm.model.tig082700000381.16",1
"ko05226","ko05226","Gastric cancer","1/117","50/4543",0.730651219953758,0.977423510286693,0.97274684277336,"evm.model.tig082700002117.447",1
"ko00280","ko00280","Valine, leucine and isoleucine degradation","1/117","53/4543",0.751154414391939,0.977423510286693,0.97274684277336,"evm.model.tig082700000246.27",1
"ko01522","ko01522","Endocrine resistance","1/117","55/4543",0.76395564148554,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04022","ko04022","cGMP-PKG signaling pathway","3/117","154/4543",0.765707737299468,0.977423510286693,0.97274684277336,"evm.model.tig082700000067.403/evm.model.tig082700000357.48/evm.model.tig082700000071.497",3
"ko04137","ko04137","Mitophagy - animal","1/117","57/4543",0.776103682376862,0.977423510286693,0.97274684277336,"evm.model.tig082700000383.39",1
"ko03420","ko03420","Nucleotide excision repair","1/117","58/4543",0.781943153879739,0.977423510286693,0.97274684277336,"evm.model.tig082700000162.3",1
"ko05200","ko05200","Pathways in cancer","5/117","254/4543",0.792544351666871,0.977423510286693,0.97274684277336,"evm.model.tig082700000020.211/evm.model.tig082700000187.100/evm.model.tig082700000195.110/evm.model.tig082700000106.167/evm.model.tig082700000427.5",5
"ko05160","ko05160","Hepatitis C","1/117","60/4543",0.793172874248915,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5",1
"ko05161","ko05161","Hepatitis B","1/117","60/4543",0.793172874248915,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5",1
"ko04926","ko04926","Relaxin signaling pathway","1/117","61/4543",0.798570771575009,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko05162","ko05162","Measles","1/117","61/4543",0.798570771575009,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5",1
"ko04217","ko04217","Necroptosis","1/117","64/4543",0.813940486090465,0.977423510286693,0.97274684277336,"evm.model.tig082700000357.48",1
"ko04927","ko04927","Cortisol synthesis and secretion","1/117","64/4543",0.813940486090465,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04010","ko04010","MAPK signaling pathway","2/117","118/4543",0.814300797979973,0.977423510286693,0.97274684277336,"evm.model.tig082700000174.35/evm.model.tig082700000195.110",2
"ko00562","ko00562","Inositol phosphate metabolism","1/117","66/4543",0.823535041539408,0.977423510286693,0.97274684277336,"evm.model.tig082700000140.208",1
"ko04934","ko04934","Cushing syndrome","2/117","121/4543",0.825234502904038,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000305.22",2
"ko04962","ko04962","Vasopressin-regulated water reabsorption","1/117","67/4543",0.828146701164132,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko05171","ko05171","Coronavirus disease - COVID-19","2/117","123/4543",0.832201982842496,0.977423510286693,0.97274684277336,"evm.model.tig082700000290.11/evm.model.tig082700000169.50",2
"ko04152","ko04152","AMPK signaling pathway","2/117","124/4543",0.835591891905824,0.977423510286693,0.97274684277336,"evm.model.tig082700000096.129/evm.model.tig082700000258.86",2
"ko04621","ko04621","NOD-like receptor signaling pathway","2/117","124/4543",0.835591891905824,0.977423510286693,0.97274684277336,"evm.model.tig082700000125.216/evm.model.tig082700000178.158",2
"ko04971","ko04971","Gastric acid secretion","2/117","124/4543",0.835591891905824,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000071.497",2
"ko03008","ko03008","Ribosome biogenesis in eukaryotes","1/117","71/4543",0.845428506343312,0.977423510286693,0.97274684277336,"evm.model.tig082700000016.639",1
"ko05110","ko05110","Vibrio cholerae infection","1/117","73/4543",0.853411627560617,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04924","ko04924","Renin secretion","2/117","130/4543",0.8546730613749,0.977423510286693,0.97274684277336,"evm.model.tig082700000067.403/evm.model.tig082700000195.110",2
"ko05130","ko05130","Pathogenic Escherichia coli infection","2/117","130/4543",0.8546730613749,0.977423510286693,0.97274684277336,"evm.model.tig082700000427.5/evm.model.tig082700000071.488",2
"ko04920","ko04920","Adipocytokine signaling pathway","1/117","74/4543",0.857248504423125,0.977423510286693,0.97274684277336,"evm.model.tig082700000106.20",1
"ko01240","ko01240","Biosynthesis of cofactors","3/117","183/4543",0.857965458013977,0.977423510286693,0.97274684277336,"evm.model.tig082700000206.83/evm.model.tig082700000187.131/evm.model.tig082700002117.291",3
"ko05206","ko05206","MicroRNAs in cancer","1/117","76/4543",0.864626044794524,0.977423510286693,0.97274684277336,"evm.model.tig082700002117.447",1
"ko04062","ko04062","Chemokine signaling pathway","1/117","79/4543",0.874989301033742,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko05034","ko05034","Alcoholism","2/117","139/4543",0.879558634548117,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000151.129",2
"ko05165","ko05165","Human papillomavirus infection","2/117","140/4543",0.882069098861372,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000174.25",2
"ko05225","ko05225","Hepatocellular carcinoma","1/117","86/4543",0.896211240762082,0.977423510286693,0.97274684277336,"evm.model.tig082700000106.167",1
"ko04915","ko04915","Estrogen signaling pathway","2/117","149/4543",0.902595957885756,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000160.172",2
"ko04114","ko04114","Oocyte meiosis","3/117","204/4543",0.903437120477502,0.977423510286693,0.97274684277336,"evm.model.tig082700000289.14/evm.model.tig082700000195.110/evm.model.tig082700000155.34",3
"ko04726","ko04726","Serotonergic synapse","1/117","89/4543",0.904173919958336,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04810","ko04810","Regulation of actin cytoskeleton","1/117","89/4543",0.904173919958336,0.977423510286693,0.97274684277336,"evm.model.tig082700000254.39",1
"ko04725","ko04725","Cholinergic synapse","1/117","90/4543",0.906691129514886,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko01230","ko01230","Biosynthesis of amino acids","1/117","91/4543",0.909142766129923,0.977423510286693,0.97274684277336,"evm.model.tig082700000140.208",1
"ko04150","ko04150","mTOR signaling pathway","2/117","154/4543",0.912521057656964,0.977423510286693,0.97274684277336,"evm.model.tig082700000153.20/evm.model.tig082700000106.46",2
"ko04015","ko04015","Rap1 signaling pathway","1/117","93/4543",0.913856052434421,0.977423510286693,0.97274684277336,"evm.model.tig082700000254.39",1
"ko04740","ko04740","Olfactory transduction","1/117","94/4543",0.916120960718729,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04925","ko04925","Aldosterone synthesis and secretion","2/117","156/4543",0.916221583853796,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000071.497",2
"ko05031","ko05031","Amphetamine addiction","1/117","96/4543",0.920475143348287,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04361","ko04361","Axon regeneration","1/117","97/4543",0.922567432133592,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04935","ko04935","Growth hormone synthesis, secretion and action","1/117","97/4543",0.922567432133592,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04270","ko04270","Vascular smooth muscle contraction","2/117","160/4543",0.923189638031793,0.977423510286693,0.97274684277336,"evm.model.tig082700000067.403/evm.model.tig082700000195.110",2
"ko04110","ko04110","Cell cycle","1/117","99/4543",0.926589653141583,0.977423510286693,0.97274684277336,"evm.model.tig082700000289.14",1
"ko05167","ko05167","Kaposi sarcoma-associated herpesvirus infection","2/117","164/4543",0.929613819237392,0.977423510286693,0.97274684277336,"evm.model.tig082700031372.155/evm.model.tig082700000427.5",2
"ko04921","ko04921","Oxytocin signaling pathway","3/117","228/4543",0.93912851005112,0.977423510286693,0.97274684277336,"evm.model.tig082700000174.35/evm.model.tig082700000195.110/evm.model.tig082700000258.86",3
"ko04922","ko04922","Glucagon signaling pathway","2/117","171/4543",0.93966122137405,0.977423510286693,0.97274684277336,"evm.model.tig082700000096.129/evm.model.tig082700000195.110",2
"ko05417","ko05417","Lipid and atherosclerosis","2/117","171/4543",0.93966122137405,0.977423510286693,0.97274684277336,"evm.model.tig082700000016.67/evm.model.tig082700000427.5",2
"ko05163","ko05163","Human cytomegalovirus infection","2/117","172/4543",0.94098133655344,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000427.5",2
"ko04111","ko04111","Cell cycle - yeast","1/117","109/4543",0.943796075407137,0.977423510286693,0.97274684277336,"evm.model.tig082700000289.14",1
"ko04611","ko04611","Platelet activation","1/117","110/4543",0.945279128897747,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04916","ko04916","Melanogenesis","1/117","110/4543",0.945279128897747,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko04068","ko04068","FoxO signaling pathway","1/117","116/4543",0.95339684055325,0.977423510286693,0.97274684277336,"evm.model.tig082700000377.13",1
"ko04218","ko04218","Cellular senescence","2/117","185/4543",0.955844239274767,0.977423510286693,0.97274684277336,"evm.model.tig082700000357.48/evm.model.tig082700000155.34",2
"ko04020","ko04020","Calcium signaling pathway","2/117","187/4543",0.957788931688716,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110/evm.model.tig082700000357.48",2
"ko04750","ko04750","Inflammatory mediator regulation of TRP channels","1/117","120/4543",0.958133142303231,0.977423510286693,0.97274684277336,"evm.model.tig082700000195.110",1
"ko05170","ko05170","Human immunodeficiency virus 1 infection","2/117","189/4543",0.959652173736026,0.977423510286693,0.97274684277336,"evm.model.tig082700000155.34/evm.model.tig082700000427.5",2
"ko04713","ko04713","Circadian entrainment","1/117","134/4543",0.971250765471636,0.978300231216931,0.973619368866611,"evm.model.tig082700000195.110",1
"ko04720","ko04720","Long-term potentiation","1/117","136/4543",0.972756504528031,0.978300231216931,0.973619368866611,"evm.model.tig082700000195.110",1
"ko04910","ko04910","Insulin signaling pathway","2/117","208/4543",0.973853411984127,0.978300231216931,0.973619368866611,"evm.model.tig082700000096.129/evm.model.tig082700000195.110",2
"ko04728","ko04728","Dopaminergic synapse","1/117","158/4543",0.984949419591477,0.984949419591477,0.980236742942714,"evm.model.tig082700000195.110",1
